Ranking,Year,Points,Goals+,Goals-,avg age,avg heights (cm),avg weight (kg),avg player rating,avg player value (EU),avg player wage,Shots pg,Yellowcard,RedCard,Possession%,Pass%,AerialsWon,Transfer Spend (Euros),MA
1.0,0.0896007485167546,-0.9409944859649383,-0.5737090770161245,0.4239563301435167,0.13333315258055994,0.09059184442484665,0.093755371651309,-0.6311088161767773,-0.5208848409534506,-0.46842814287830387,-0.7078947946869772,0.10061288163648983,0.13742415413923925,-0.7333763418199175,-0.6862518323819301,0.38695939086475073,-0.5056615673427798,-0.5823584272042985
0.0896007485167546,1.0,-0.053094579727187806,-0.008223590513201623,0.09407036247499323,-0.022313315128706664,0.10832307924166401,0.02590727280253003,0.2624334203757879,0.4738800019525161,0.31440773482275775,-0.009050418274606599,-0.07091314761946664,-0.11898853076405941,-0.0313539189015319,0.0979001843649647,0.17532091290826468,0.21748822939623919,0.2959417462763367
-0.9409944859649383,-0.053094579727187806,1.0,0.6222564190129706,-0.41872173942285246,-0.12189936554915726,-0.0976486317378196,-0.11815668755825287,0.687927976109515,0.5840687519457882,0.5241350487770374,0.7343821212665254,-0.10599068167920375,-0.1866035104207004,0.752260441763966,0.7112858403380062,-0.4000199928854079,0.5443381945924116,0.63996613480874
-0.5737090770161245,-0.008223590513201623,0.6222564190129706,1.0,0.30402112406616044,-0.1276191850000872,-0.1581405725900044,-0.14130438609552315,0.3153534648848557,0.18673431191745743,0.14147146760356138,0.5212703184996949,-0.022321197744603182,-0.04606713467773758,0.5331382104566607,0.5235453065928888,-0.26846942777894867,0.3486889425233816,0.43496597901377526
0.4239563301435167,0.09407036247499323,-0.41872173942285246,0.30402112406616044,1.0,0.02998486431101012,0.02710218458203007,0.041803207765466505,-0.43981944481931273,-0.41156108707522915,-0.42664783535744427,-0.27216871832001266,0.12538017064739068,0.17795336300132591,-0.2816904694101135,-0.21957316680655706,0.2024648907505033,-0.2467423929518391,-0.22257211880198347
0.13333315258055994,-0.022313315128706664,-0.12189936554915726,-0.1276191850000872,0.02998486431101012,1.0,0.2751944133086145,0.4644114734964336,0.14278480234591895,-0.06968550396681415,-0.01908241126377522,-0.0911041411502158,0.14279361677441108,-0.034550352557273935,-0.1458409264159024,-0.04353504844356765,-0.07780697974015215,-0.10801486233091231,-0.13810200836220382
0.09059184442484665,0.10832307924166401,-0.0976486317378196,-0.1581405725900044,0.02710218458203007,0.2751944133086145,1.0,0.7867026537091183,-0.079080049729592,-0.10849356385802943,-0.06252841009699957,0.055527398037548754,0.1141473162459307,-0.1541338173955439,-0.19967063841901095,0.003136874099649298,0.030034922813915635,-0.06593530510644145,-0.013302447560875305
0.093755371651309,0.02590727280253003,-0.11815668755825287,-0.14130438609552315,0.041803207765466505,0.4644114734964336,0.7867026537091183,1.0,-0.026469481865229908,-0.10044176748683348,-0.0272133180574204,-0.027479763159410257,0.09182474707469297,-0.08726297447275982,-0.19943211242312106,-0.03064289068032431,0.02307749828484634,-0.05682776053615673,-0.05415051643028688
-0.6311088161767773,0.2624334203757879,0.687927976109515,0.3153534648848557,-0.43981944481931273,0.14278480234591895,-0.079080049729592,-0.026469481865229908,1.0,0.819719431620631,0.7558625952685392,0.5433665646346784,0.008386704324112725,-0.18218612680869511,0.5958137238973716,0.6322691451677158,-0.34658000779886344,0.615064310790265,0.6849711677169674
-0.5208848409534506,0.4738800019525161,0.5840687519457882,0.18673431191745743,-0.41156108707522915,-0.06968550396681415,-0.10849356385802943,-0.10044176748683348,0.819719431620631,1.0,0.9119022185054992,0.4628390742044429,-0.11633937212749353,-0.1958029546366438,0.5252991443715956,0.5687601985589228,-0.2760422187072553,0.621767017440693,0.7380642369965179
-0.46842814287830387,0.31440773482275775,0.5241350487770374,0.14147146760356138,-0.42664783535744427,-0.01908241126377522,-0.06252841009699957,-0.0272133180574204,0.7558625952685392,0.9119022185054992,1.0,0.4303848244686199,-0.09502180232401135,-0.19128060304066483,0.5133915748732822,0.5181835131865193,-0.2802311779592356,0.6202982025978341,0.7124057479710905
-0.7078947946869772,-0.009050418274606599,0.7343821212665254,0.5212703184996949,-0.27216871832001266,-0.0911041411502158,0.055527398037548754,-0.027479763159410257,0.5433665646346784,0.4628390742044429,0.4303848244686199,1.0,-0.09013322067723495,-0.12824119501423165,0.7463332150876244,0.7515046272744272,-0.45907720249908013,0.4030595204819387,0.5136174596960723
0.10061288163648983,-0.07091314761946664,-0.10599068167920375,-0.022321197744603182,0.12538017064739068,0.14279361677441108,0.1141473162459307,0.09182474707469297,0.008386704324112725,-0.11633937212749353,-0.09502180232401135,-0.09013322067723495,1.0,-0.05724928076476444,-0.0625036638881422,-0.039422451270055454,-0.07466848707372892,-0.13259434764776074,-0.14187854092438512
0.13742415413923925,-0.11898853076405941,-0.1866035104207004,-0.04606713467773758,0.17795336300132591,-0.034550352557273935,-0.1541338173955439,-0.08726297447275982,-0.18218612680869511,-0.1958029546366438,-0.19128060304066483,-0.12824119501423165,-0.05724928076476444,1.0,-0.15207482940401754,-0.09127594238485784,-0.08560841206368253,-0.16699387038902877,-0.2260666383215817
-0.7333763418199175,-0.0313539189015319,0.752260441763966,0.5331382104566607,-0.2816904694101135,-0.1458409264159024,-0.19967063841901095,-0.19943211242312106,0.5958137238973716,0.5252991443715956,0.5133915748732822,0.7463332150876244,-0.0625036638881422,-0.15207482940401754,1.0,0.877553841157537,-0.5189130463913246,0.475810342866838,0.5845545763019392
